team_key,tourn_year,own_rank,own_iso3,own_iso3_grp,same_country,same_language,ling_prox,composition_nat,composition_lang,composition_ling
"(('a', 'fokina', 'ESP'), ('j', 'munar', 'ESP'))",Australian Open_2022,172.0,ESP,ESP,1,1,1,0.04895104895104895,0.13286713286713286,0.20279720279720279
"(('h', 'gaston', 'FRA'), ('r', 'baena', 'ESP'))",Australian Open_2022,367.0,FRA,FRA,0,0,0,0.03496503496503497,0.04895104895104895,0.055944055944055944
"(('l', 'đere', 'SRB'), ('s', 'travaglia', 'ITA'))",Australian Open_2022,226.0,ITA,ITA,0,0,0,0.04895104895104895,0.04895104895104895,0.04895104895104895
"(('m', 'venus', 'NZL'), ('t', 'pütz', 'DEU'))",Australian Open_2022,15.0,NZL,NZL,0,0,0,0.02097902097902098,0.38461538461538464,0.38461538461538464
"(('f', 'tiafoe', 'USA'), ('n', 'monroe', 'USA'))",Australian Open_2022,170.0,USA,USA,1,1,1,0.06293706293706294,0.38461538461538464,0.5244755244755245
"(('h', 'zeballos', 'ARG'), ('m', 'granollers', 'ESP'))",Australian Open_2022,6.0,ARG,ARG,0,1,1,0.03496503496503497,0.13286713286713286,0.20279720279720279
"(('j', 'veselý', 'CZE'), ('y', 'nishioka', 'JPN'))",Australian Open_2022,323.0,CZE,CZE,0,0,0,0.0,0.0,0.0
"(('a', 'vasilevski', 'BLR'), ('j', ""o'mara"", 'GBR'))",Australian Open_2022,79.0,BLR,BLR,0,0,0,0.0,0.0,0.0
"(('j', 'millman', 'AUS'), ('m', 'mcdonald', 'USA'))",Australian Open_2022,199.0,AUS,AUS,0,1,1,0.1888111888111888,0.38461538461538464,0.38461538461538464
"(('p', 'andújar', 'ESP'), ('p', 'martínez', 'ESP'))",Australian Open_2022,80.0,ESP,ESP,1,1,1,0.04895104895104895,0.13286713286713286,0.20279720279720279
"(('d', 'lajović', 'SRB'), ('i', 'sabanov', 'SRB'))",Australian Open_2022,94.0,SRB,SRB,1,1,1,0.03496503496503497,0.07692307692307693,0.07692307692307693
"(('b', 'zandschulp', 'NLD'), ('r', 'haase', 'NLD'))",Australian Open_2022,348.0,NLD,NLD,1,1,1,0.04195804195804196,0.055944055944055944,0.055944055944055944
"(('j-j', 'rojer', 'NLD'), ('m', 'arévalo', 'SLV'))",Australian Open_2022,37.0,NLD,NLD,0,0,0,0.04195804195804196,0.055944055944055944,0.055944055944055944
"(('a', 'mies', 'DEU'), ('k', 'krawietz', 'DEU'))",Australian Open_2022,41.0,DEU,DEU,1,1,1,0.04195804195804196,0.04195804195804196,0.04195804195804196
"(('a', 'molteni', 'ARG'), ('s', 'gonzález', 'MEX'))",Australian Open_2022,48.0,ARG,ARG,0,1,1,0.03496503496503497,0.13286713286713286,0.20279720279720279
"(('a', 'krajicek', 'USA'), ('s', 'querrey', 'USA'))",Australian Open_2022,81.0,USA,USA,1,1,1,0.06293706293706294,0.38461538461538464,0.5244755244755245
"(('a', 'harris', 'AUS'), ('a', 'vukic', 'AUS'))",Australian Open_2022,401.0,AUS,AUS,1,1,1,0.1888111888111888,0.38461538461538464,0.38461538461538464
"(('r', 'hijikata', 'AUS'), ('t', 'schoolkate', 'AUS'))",Australian Open_2022,492.0,AUS,AUS,1,1,1,0.1888111888111888,0.38461538461538464,0.38461538461538464
"(('j', 'thompson', 'AUS'), ('m', 'reid', 'AUS'))",Australian Open_2022,190.0,AUS,AUS,1,1,1,0.1888111888111888,0.38461538461538464,0.38461538461538464
"(('f', 'polášek', 'SVK'), ('j', 'peers', 'AUS'))",Australian Open_2022,9.0,SVK,SVK,0,0,0,0.006993006993006993,0.006993006993006993,0.006993006993006993
"(('j-p', 'smith', 'AUS'), ('l', 'saville', 'AUS'))",Australian Open_2022,68.0,AUS,AUS,1,1,1,0.1888111888111888,0.38461538461538464,0.38461538461538464
"(('a', 'nedovyesov', 'KAZ'), ('a-u-h', 'qureshi', 'PAK'))",Australian Open_2022,42.0,PAK,PAK,0,0,0,0.0,0.0,0.0
"(('f', 'martin', 'FRA'), ('n', 'mahut', 'FRA'))",Australian Open_2022,31.0,FRA,FRA,1,1,1,0.03496503496503497,0.04895104895104895,0.055944055944055944
"(('m', 'giron', 'USA'), ('s-w', 'kwon', 'KOR'))",Australian Open_2022,699.0,KOR,KOR,0,0,0,0.0,0.0,0.0
"(('a', 'bublik', 'KAZ'), ('j', 'zieliński', 'POL'))",Australian Open_2022,83.0,POL,POL,0,0,0,0.0,0.0,0.0
"(('d', 'altmaier', 'DEU'), ('t', 'monteiro', 'BRA'))",Australian Open_2022,161.0,BRA,BRA,0,0,0,0.027972027972027972,0.027972027972027972,0.027972027972027972
"(('g', 'mager', 'ITA'), ('l', 'musetti', 'ITA'))",Australian Open_2022,369.0,ITA,ITA,1,1,1,0.04895104895104895,0.04895104895104895,0.04895104895104895
"(('n', 'skupski', 'GBR'), ('w', 'koolhof', 'NLD'))",Australian Open_2022,20.0,GBR,GBR,0,0,0,0.055944055944055944,0.38461538461538464,0.38461538461538464
"(('b', 'paire', 'FRA'), ('r', 'arneodo', 'MCO'))",Australian Open_2022,66.0,FRA,FRA,0,1,1,0.03496503496503497,0.04895104895104895,0.055944055944055944
"(('b', 'mclachlan', 'JPN'), ('r', 'klaasen', 'ZAF'))",Australian Open_2022,49.0,JPN,JPN,0,0,0,0.006993006993006993,0.006993006993006993,0.006993006993006993
"(('m', 'middelkoop', 'NLD'), ('p', 'oswald', 'AUT'))",Australian Open_2022,53.0,AUT,AUT,0,0,0,0.0,0.013986013986013986,0.013986013986013986
"(('d', 'inglot', 'GBR'), ('k', 'skupski', 'GBR'))",Australian Open_2022,54.0,GBR,GBR,1,1,1,0.055944055944055944,0.38461538461538464,0.38461538461538464
"(('a', 'vavassori', 'ITA'), ('t', 'griekspoor', 'NLD'))",Australian Open_2022,72.0,ITA,ITA,0,0,0,0.04895104895104895,0.04895104895104895,0.04895104895104895
"(('m', 'ebden', 'AUS'), ('m', 'purcell', 'AUS'))",Australian Open_2022,34.0,AUS,AUS,1,1,1,0.1888111888111888,0.38461538461538464,0.38461538461538464
"(('a', 'göransson', 'SWE'), ('j', 'erlich', 'ISR'))",Australian Open_2022,62.0,SWE,SWE,0,0,0,0.0,0.006993006993006993,0.0
"(('js', 'cabal', 'COL'), ('r', 'farah', 'COL'))",Australian Open_2022,10.0,COL,COL,1,1,1,0.006993006993006993,0.13286713286713286,0.20279720279720279
"(('a', 'popyrin', 'AUS'), ('l', 'harris', 'ZAF'))",Australian Open_2022,264.0,AUS,AUS,0,1,1,0.1888111888111888,0.38461538461538464,0.38461538461538464
"(('b', 'soares', 'BRA'), ('j', 'murray', 'GBR'))",Australian Open_2022,16.0,BRA,BRA,0,0,0,0.027972027972027972,0.027972027972027972,0.027972027972027972
"(('j', 'duckworth', 'AUS'), ('m', 'polmans', 'AUS'))",Australian Open_2022,107.0,AUS,AUS,1,1,1,0.1888111888111888,0.38461538461538464,0.38461538461538464
"(('h', 'heliövaara', 'FIN'), ('l', 'glasspool', 'GBR'))",Australian Open_2022,63.0,FIN,FIN,0,0,0,0.0,0.006993006993006993,0.0
"(('a', 'viñolas', 'ESP'), ('f', 'coria', 'ARG'))",Australian Open_2022,532.0,ESP,ESP,0,1,1,0.04895104895104895,0.13286713286713286,0.20279720279720279
"(('f', 'fognini', 'ITA'), ('s', 'bolelli', 'ITA'))",Australian Open_2022,93.0,ITA,ITA,1,1,1,0.04895104895104895,0.04895104895104895,0.04895104895104895
"(('f', 'alves', 'BRA'), ('r', 'matos', 'BRA'))",Australian Open_2022,82.0,BRA,BRA,1,1,1,0.027972027972027972,0.027972027972027972,0.027972027972027972
"(('i', 'dodig', 'HRV'), ('m', 'melo', 'BRA'))",Australian Open_2022,24.0,BRA,BRA,0,0,0,0.027972027972027972,0.027972027972027972,0.027972027972027972
"(('a', 'mannarino', 'FRA'), ('h', 'nys', 'MCO'))",Australian Open_2022,46.0,MCO,MCO,0,1,1,0.006993006993006993,0.006993006993006993,0.006993006993006993
"(('d', 'sweeny', 'AUS'), ('l', 'tu', 'AUS'))",Australian Open_2022,979.0,AUS,AUS,1,1,1,0.1888111888111888,0.38461538461538464,0.38461538461538464
"(('a', 'golubev', 'KAZ'), ('f', 'škugor', 'HRV'))",Australian Open_2022,56.0,HRV,HRV,0,0,0,0.027972027972027972,0.07692307692307693,0.07692307692307693
"(('c', 'rungkat', 'IDN'), ('t', 'huey', 'PHL'))",Australian Open_2022,152.0,IDN,OTHER,0,0,0,0.0,0.0,0.0
"(('r', 'bopanna', 'IND'), ('é', 'roger-vasselin', 'FRA'))",Australian Open_2022,44.0,FRA,FRA,0,0,0,0.03496503496503497,0.04895104895104895,0.055944055944055944
"(('f', 'nielsen', 'DNK'), ('m', 'daniell', 'NZL'))",Australian Open_2022,102.0,DNK,DNK,0,0,0,0.0,0.0,0.0
"(('a', 'karatsev', 'RUS'), ('a', 'sitak', 'NZL'))",Australian Open_2022,115.0,NZL,NZL,0,0,0,0.02097902097902098,0.38461538461538464,0.38461538461538464
"(('j', 'salisbury', 'GBR'), ('r', 'ram', 'USA'))",Australian Open_2022,3.0,GBR,GBR,0,1,1,0.055944055944055944,0.38461538461538464,0.38461538461538464
"(('m', 'kecmanović', 'SRB'), ('n', 'basilashvili', 'GEO'))",Australian Open_2022,273.0,SRB,SRB,0,0,0,0.03496503496503497,0.07692307692307693,0.07692307692307693
"(('nick', 'kyrgios', 'AUS'), ('thanasi', 'kokkinakis', 'AUS'))",Australian Open_2022,259.0,AUS,AUS,1,1,1,0.1888111888111888,0.38461538461538464,0.38461538461538464
"(('michael', 'venus', 'NZL'), ('tim', 'pütz', 'DEU'))",Australian Open_2022,15.0,NZL,NZL,0,0,0,0.02097902097902098,0.38461538461538464,0.38461538461538464
"(('horacio', 'zeballos', 'ARG'), ('marcel', 'granollers', 'ESP'))",Australian Open_2022,6.0,ARG,ARG,0,1,1,0.03496503496503497,0.13286713286713286,0.20279720279720279
"(('filip', 'polášek', 'SVK'), ('john', 'peers', 'AUS'))",Australian Open_2022,9.0,SVK,SVK,0,0,0,0.006993006993006993,0.006993006993006993,0.006993006993006993
"(('matthew', 'ebden', 'AUS'), ('max', 'purcell', 'AUS'))",Australian Open_2022,34.0,AUS,AUS,1,1,1,0.1888111888111888,0.38461538461538464,0.38461538461538464
"(('neal', 'skupski', 'GBR'), ('wesley', 'koolhof', 'NLD'))",Australian Open_2022,20.0,GBR,GBR,0,0,0,0.055944055944055944,0.38461538461538464,0.38461538461538464
"(('joe', 'salisbury', 'GBR'), ('rajeev', 'ram', 'USA'))",Australian Open_2022,3.0,GBR,GBR,0,1,1,0.055944055944055944,0.38461538461538464,0.38461538461538464
"(('fabio', 'fognini', 'ITA'), ('simone', 'bolelli', 'ITA'))",Australian Open_2022,93.0,ITA,ITA,1,1,1,0.04895104895104895,0.04895104895104895,0.04895104895104895
"(('j', 'salisbury', 'GBR'), ('r', 'ram', 'USA'))",Roland Garros_2022,1.0,GBR,GBR,0,1,1,0.04895104895104895,0.24475524475524477,0.24475524475524477
"(('m', 'giron', 'USA'), ('s-w', 'kwon', 'KOR'))",Roland Garros_2022,272.0,KOR,KOR,0,0,0,0.0,0.0,0.0
"(('m', 'kecmanović', 'SRB'), ('n', 'monroe', 'USA'))",Roland Garros_2022,124.0,USA,USA,0,0,0,0.09090909090909091,0.24475524475524477,0.42657342657342656
"(('j', 'sousa', 'PRT'), ('n', 'basilashvili', 'GEO'))",Roland Garros_2022,256.0,PRT,PRT,0,0,0,0.0,0.03496503496503497,0.03496503496503497
"(('f', 'lópez', 'ESP'), ('m', 'cressy', 'USA'))",Roland Garros_2022,67.0,ESP,ESP,0,0,1,0.04895104895104895,0.17482517482517482,0.2727272727272727
"(('m', 'sabanov', 'HRV'), ('r', 'jebavý', 'CZE'))",Roland Garros_2022,86.0,HRV,HRV,0,0,0,0.03496503496503497,0.06993006993006994,0.06993006993006994
"(('m', 'gonzález', 'ARG'), ('m', 'melo', 'BRA'))",Roland Garros_2022,41.0,BRA,BRA,0,0,0,0.027972027972027972,0.03496503496503497,0.03496503496503497
"(('a', 'bedene', 'SVN'), ('f', 'krajinović', 'SRB'))",Roland Garros_2022,282.0,SRB,SRB,0,0,0,0.02097902097902098,0.06993006993006994,0.06993006993006994
"(('f', 'tiafoe', 'USA'), ('m', 'fucsovics', 'HUN'))",Roland Garros_2022,203.0,USA,USA,0,0,0,0.09090909090909091,0.24475524475524477,0.42657342657342656
"(('a', 'tabilo', 'CHL'), ('tm', 'etcheverry', 'ARG'))",Roland Garros_2022,360.0,CHL,CHL,0,1,1,0.0,0.17482517482517482,0.2727272727272727
"(('a', 'bublik', 'KAZ'), ('t', 'kokkinakis', 'AUS'))",Roland Garros_2022,34.0,AUS,AUS,0,0,0,0.04195804195804196,0.24475524475524477,0.24475524475524477
"(('k', 'majchrzak', 'POL'), ('n', 'lammons', 'USA'))",Roland Garros_2022,657.0,POL,POL,0,0,0,0.02097902097902098,0.02097902097902098,0.02097902097902098
"(('f', 'reboul', 'FRA'), ('s', 'doumbia', 'FRA'))",Roland Garros_2022,92.0,FRA,FRA,1,1,1,0.13986013986013987,0.15384615384615385,0.16083916083916083
"(('p', 'andújar', 'ESP'), ('p', 'martínez', 'ESP'))",Roland Garros_2022,51.0,ESP,ESP,1,1,1,0.04895104895104895,0.17482517482517482,0.2727272727272727
"(('a', 'krajicek', 'USA'), ('i', 'dodig', 'HRV'))",Roland Garros_2022,37.0,USA,USA,0,0,0,0.09090909090909091,0.24475524475524477,0.42657342657342656
"(('f', 'polášek', 'SVK'), ('j', 'peers', 'AUS'))",Roland Garros_2022,17.0,SVK,SVK,0,0,0,0.0,0.0,0.0
"(('h', 'zeballos', 'ARG'), ('m', 'granollers', 'ESP'))",Roland Garros_2022,6.0,ARG,ARG,0,1,1,0.055944055944055944,0.17482517482517482,0.2727272727272727
"(('c', 'lestienne', 'FRA'), ('u', 'humbert', 'FRA'))",Roland Garros_2022,1013.0,FRA,FRA,1,1,1,0.13986013986013987,0.15384615384615385,0.16083916083916083
"(('a', 'mannarino', 'FRA'), ('a', 'olivetti', 'FRA'))",Roland Garros_2022,94.0,FRA,FRA,1,1,1,0.13986013986013987,0.15384615384615385,0.16083916083916083
"(('j', 'eysseric', 'FRA'), ('q', 'halys', 'FRA'))",Roland Garros_2022,206.0,FRA,FRA,1,1,1,0.13986013986013987,0.15384615384615385,0.16083916083916083
"(('j', ""o'mara"", 'GBR'), ('j', 'withrow', 'USA'))",Roland Garros_2022,95.0,USA,USA,0,1,1,0.09090909090909091,0.24475524475524477,0.42657342657342656
"(('s', 'arends', 'NLD'), ('s', 'walków', 'POL'))",Roland Garros_2022,88.0,POL,POL,0,0,0,0.02097902097902098,0.02097902097902098,0.02097902097902098
"(('a', 'vavassori', 'ITA'), ('l', 'sonego', 'ITA'))",Roland Garros_2022,82.0,ITA,ITA,1,1,1,0.006993006993006993,0.006993006993006993,0.006993006993006993
"(('m', 'ebden', 'AUS'), ('m', 'purcell', 'AUS'))",Roland Garros_2022,31.0,AUS,AUS,1,1,1,0.04195804195804196,0.24475524475524477,0.24475524475524477
"(('b', 'soares', 'BRA'), ('j', 'murray', 'GBR'))",Roland Garros_2022,22.0,BRA,BRA,0,0,0,0.027972027972027972,0.03496503496503497,0.03496503496503497
"(('j', 'erlich', 'ISR'), ('l', 'harris', 'ZAF'))",Roland Garros_2022,112.0,ZAF,ZAF,0,1,1,0.006993006993006993,0.24475524475524477,0.24475524475524477
"(('m', 'mcdonald', 'USA'), ('t', 'paul', 'USA'))",Roland Garros_2022,141.0,USA,USA,1,1,1,0.09090909090909091,0.24475524475524477,0.42657342657342656
"(('a', 'nedovyesov', 'KAZ'), ('a-u-h', 'qureshi', 'PAK'))",Roland Garros_2022,50.0,PAK,PAK,0,0,0,0.0,0.0,0.0
"(('h', 'reese', 'USA'), ('r', 'ramanathan', 'IND'))",Roland Garros_2022,87.0,USA,USA,0,1,1,0.09090909090909091,0.24475524475524477,0.42657342657342656
"(('d', 'altmaier', 'DEU'), ('o', 'otte', 'DEU'))",Roland Garros_2022,399.0,DEU,DEU,1,1,1,0.027972027972027972,0.027972027972027972,0.027972027972027972
"(('n', 'skupski', 'GBR'), ('w', 'koolhof', 'NLD'))",Roland Garros_2022,13.0,GBR,GBR,0,0,0,0.04895104895104895,0.24475524475524477,0.24475524475524477
"(('b', 'zandschulp', 'NLD'), ('t', 'griekspoor', 'NLD'))",Roland Garros_2022,253.0,NLD,NLD,1,1,1,0.06293706293706294,0.07692307692307693,0.07692307692307693
"(('m', 'venus', 'NZL'), ('t', 'pütz', 'DEU'))",Roland Garros_2022,12.0,NZL,NZL,0,0,0,0.0,0.24475524475524477,0.24475524475524477
"(('i', 'ivashka', 'BLR'), ('j', 'duckworth', 'AUS'))",Roland Garros_2022,527.0,BLR,BLR,0,0,0,0.0,0.0,0.0
"(('a', 'rinderknech', 'FRA'), ('b', 'bonzi', 'FRA'))",Roland Garros_2022,154.0,FRA,FRA,1,1,1,0.13986013986013987,0.15384615384615385,0.16083916083916083
"(('d', 'molchanov', 'UKR'), ('f', 'škugor', 'HRV'))",Roland Garros_2022,118.0,HRV,HRV,0,0,0,0.03496503496503497,0.06993006993006994,0.06993006993006994
"(('e', 'couacaud', 'FRA'), ('m', 'guinard', 'FRA'))",Roland Garros_2022,167.0,FRA,FRA,1,1,1,0.13986013986013987,0.15384615384615385,0.16083916083916083
"(('f', 'delbonis', 'ARG'), ('h', 'dellien', 'BOL'))",Roland Garros_2022,647.0,BOL,OTHER,0,0,0,0.0,0.0,0.0
"(('j-j', 'rojer', 'NLD'), ('m', 'arévalo', 'SLV'))",Roland Garros_2022,28.0,NLD,NLD,0,0,0,0.06293706293706294,0.07692307692307693,0.07692307692307693
"(('h', 'verdugo', 'MEX'), ('p', 'oswald', 'AUT'))",Roland Garros_2022,61.0,AUT,AUT,0,0,0,0.0,0.013986013986013986,0.013986013986013986
"(('d', 'hernández', 'ESP'), ('r', 'matos', 'BRA'))",Roland Garros_2022,58.0,ESP,ESP,0,0,0,0.04895104895104895,0.17482517482517482,0.2727272727272727
"(('a', 'molteni', 'ARG'), ('s', 'gonzález', 'MEX'))",Roland Garros_2022,38.0,ARG,ARG,0,1,1,0.055944055944055944,0.17482517482517482,0.2727272727272727
"(('é', 'roger-vasselin', 'FRA'), ('ł', 'kubot', 'POL'))",Roland Garros_2022,49.0,FRA,FRA,0,0,0,0.13986013986013987,0.15384615384615385,0.16083916083916083
"(('d', 'kudla', 'USA'), ('e', 'ruusuvuori', 'FIN'))",Roland Garros_2022,189.0,FIN,FIN,0,0,0,0.013986013986013986,0.02097902097902098,0.013986013986013986
"(('j', 'thompson', 'AUS'), ('l', 'saville', 'AUS'))",Roland Garros_2022,171.0,AUS,AUS,1,1,1,0.04195804195804196,0.24475524475524477,0.24475524475524477
"(('d', 'lajović', 'SRB'), ('j', 'veselý', 'CZE'))",Roland Garros_2022,364.0,CZE,CZE,0,0,0,0.006993006993006993,0.006993006993006993,0.006993006993006993
"(('j', 'vliegen', 'BEL'), ('s', 'gillé', 'BEL'))",Roland Garros_2022,53.0,BEL,BEL,1,1,1,0.006993006993006993,0.23076923076923078,0.23776223776223776
"(('n', 'mahut', 'FRA'), ('p-h', 'herbert', 'FRA'))",Roland Garros_2022,4.0,FRA,FRA,1,1,1,0.13986013986013987,0.15384615384615385,0.16083916083916083
"(('a', 'viñolas', 'ESP'), ('b', 'paire', 'FRA'))",Roland Garros_2022,532.0,ESP,ESP,0,0,0,0.04895104895104895,0.17482517482517482,0.2727272727272727
"(('js', 'cabal', 'COL'), ('r', 'farah', 'COL'))",Roland Garros_2022,9.0,COL,COL,1,1,1,0.006993006993006993,0.17482517482517482,0.2727272727272727
"(('h', 'nys', 'MCO'), ('j', 'zieliński', 'POL'))",Roland Garros_2022,63.0,POL,POL,0,0,0,0.02097902097902098,0.02097902097902098,0.02097902097902098
"(('n', 'ćaćić', 'SRB'), ('t', 'brkić', 'BIH'))",Roland Garros_2022,47.0,SRB,SRB,0,1,1,0.02097902097902098,0.06993006993006994,0.06993006993006994
"(('a', 'behar', 'URY'), ('g', 'escobar', 'ECU'))",Roland Garros_2022,42.0,ECU,ECU,0,1,1,0.0,0.17482517482517482,0.2727272727272727
"(('f', 'cerúndolo', 'ARG'), ('f', 'coria', 'ARG'))",Roland Garros_2022,429.0,ARG,ARG,1,1,1,0.055944055944055944,0.17482517482517482,0.2727272727272727
"(('h', 'heliövaara', 'FIN'), ('l', 'glasspool', 'GBR'))",Roland Garros_2022,44.0,FIN,FIN,0,0,0,0.013986013986013986,0.02097902097902098,0.013986013986013986
"(('a', 'mies', 'DEU'), ('k', 'krawietz', 'DEU'))",Roland Garros_2022,23.0,DEU,DEU,1,1,1,0.027972027972027972,0.027972027972027972,0.027972027972027972
"(('m', 'middelkoop', 'NLD'), ('r', 'bopanna', 'IND'))",Roland Garros_2022,39.0,NLD,NLD,0,0,0,0.06293706293706294,0.07692307692307693,0.07692307692307693
"(('l', 'assche', 'FRA'), ('s', 'wayenburg', 'FRA'))",Roland Garros_2022,486.0,FRA,FRA,1,1,1,0.13986013986013987,0.15384615384615385,0.16083916083916083
"(('a', 'golubev', 'KAZ'), ('f', 'martin', 'FRA'))",Roland Garros_2022,56.0,FRA,FRA,0,0,0,0.13986013986013987,0.15384615384615385,0.16083916083916083
"(('f', 'alves', 'BRA'), ('s', 'báez', 'ARG'))",Roland Garros_2022,77.0,BRA,BRA,0,0,0,0.027972027972027972,0.03496503496503497,0.03496503496503497
"(('r', 'haase', 'NLD'), ('r', 'klaasen', 'ZAF'))",Roland Garros_2022,45.0,ZAF,ZAF,0,0,0,0.006993006993006993,0.24475524475524477,0.24475524475524477
"(('g', 'simon', 'FRA'), ('h', 'gaston', 'FRA'))",Roland Garros_2022,894.0,FRA,FRA,1,1,1,0.13986013986013987,0.15384615384615385,0.16083916083916083
"(('m', 'pavić', 'HRV'), ('n', 'mektić', 'HRV'))",Roland Garros_2022,3.0,HRV,HRV,1,1,1,0.03496503496503497,0.06993006993006994,0.06993006993006994
"(('a', 'göransson', 'SWE'), ('b', 'mclachlan', 'JPN'))",Roland Garros_2022,40.0,JPN,JPN,0,0,0,0.0,0.0,0.0
"(('austin', 'krajicek', 'USA'), ('ivan', 'dodig', 'HRV'))",Roland Garros_2022,37.0,USA,USA,0,0,0,0.09090909090909091,0.24475524475524477,0.42657342657342656
"(('joe', 'salisbury', 'GBR'), ('rajeev', 'ram', 'USA'))",Roland Garros_2022,1.0,GBR,GBR,0,1,1,0.04895104895104895,0.24475524475524477,0.24475524475524477
"(('horacio', 'zeballos', 'ARG'), ('marcel', 'granollers', 'ESP'))",Roland Garros_2022,6.0,ARG,ARG,0,1,1,0.055944055944055944,0.17482517482517482,0.2727272727272727
"(('neal', 'skupski', 'GBR'), ('wesley', 'koolhof', 'NLD'))",Roland Garros_2022,13.0,GBR,GBR,0,0,0,0.04895104895104895,0.24475524475524477,0.24475524475524477
"(('jean-julien', 'rojer', 'NLD'), ('marcelo', 'arévalo', 'SLV'))",Roland Garros_2022,28.0,NLD,NLD,0,0,0,0.06293706293706294,0.07692307692307693,0.07692307692307693
"(('david', 'hernández', 'ESP'), ('rafael', 'matos', 'BRA'))",Roland Garros_2022,58.0,ESP,ESP,0,0,0,0.04895104895104895,0.17482517482517482,0.2727272727272727
"(('matwé', 'middelkoop', 'NLD'), ('rohan', 'bopanna', 'IND'))",Roland Garros_2022,39.0,NLD,NLD,0,0,0,0.06293706293706294,0.07692307692307693,0.07692307692307693
"(('harri', 'heliövaara', 'FIN'), ('lloyd', 'glasspool', 'GBR'))",Roland Garros_2022,44.0,FIN,FIN,0,0,0,0.013986013986013986,0.02097902097902098,0.013986013986013986
"(('joe', 'salisbury', 'GBR'), ('rajeev', 'ram', 'USA'))",US Open_2022,1.0,GBR,GBR,0,1,1,0.031496062992125984,0.31496062992125984,0.31496062992125984
"(('cristian', 'rodriguez', 'COL'), ('federico', 'coria', 'ARG'))",US Open_2022,73.0,COL,COL,0,1,1,0.023622047244094488,0.18110236220472442,0.3779527559055118
"(('neal', 'skupski', 'GBR'), ('wesley', 'koolhof', 'NLD'))",US Open_2022,3.0,GBR,GBR,0,0,0,0.031496062992125984,0.31496062992125984,0.31496062992125984
"(('sam', 'querrey', 'USA'), ('steve', 'johnson', 'USA'))",US Open_2022,86.0,USA,USA,1,1,1,0.1889763779527559,0.31496062992125984,0.5039370078740157
"(('jean-julien', 'rojer', 'NLD'), ('marcelo', 'arevalo', 'SLV'))",US Open_2022,5.0,NLD,NLD,0,0,0,0.023622047244094488,0.031496062992125984,0.031496062992125984
"(('alexei', 'popyrin', 'AUS'), ('john', 'peers', 'AUS'))",US Open_2022,10.0,AUS,AUS,1,1,1,0.047244094488188976,0.31496062992125984,0.31496062992125984
"(('michael', 'venus', 'NZL'), ('tim', 'puetz', 'DEU'))",US Open_2022,7.0,NZL,NZL,0,0,0,0.0,0.31496062992125984,0.31496062992125984
"(('andrey', 'golubev', 'KAZ'), ('pedro', 'martinez', 'ESP'))",US Open_2022,75.0,ESP,ESP,0,0,0,0.047244094488188976,0.18110236220472442,0.3779527559055118
"(('mate', 'pavic', 'HRV'), ('nikola', 'mektic', 'HRV'))",US Open_2022,12.0,HRV,HRV,1,1,1,0.023622047244094488,0.047244094488188976,0.047244094488188976
"(('brandon', 'holt', 'USA'), ('govind', 'nanda', 'USA'))",US Open_2022,528.0,USA,USA,1,1,1,0.1889763779527559,0.31496062992125984,0.5039370078740157
"(('austin', 'krajicek', 'USA'), ('ivan', 'dodig', 'HRV'))",US Open_2022,26.0,USA,USA,0,0,0,0.1889763779527559,0.31496062992125984,0.5039370078740157
"(('daniel', 'altmaier', 'DEU'), ('thiago', 'monteiro', 'BRA'))",US Open_2022,265.0,BRA,BRA,0,0,0,0.031496062992125984,0.05511811023622047,0.05511811023622047
"(('nick', 'kyrgios', 'AUS'), ('thanasi', 'kokkinakis', 'AUS'))",US Open_2022,18.0,AUS,AUS,1,1,1,0.047244094488188976,0.31496062992125984,0.31496062992125984
"(('hugo', 'gaston', 'FRA'), ('lorenzo', 'musetti', 'ITA'))",US Open_2022,543.0,ITA,ITA,0,0,0,0.031496062992125984,0.031496062992125984,0.031496062992125984
"(('bruno', 'soares', 'BRA'), ('jamie', 'murray', 'GBR'))",US Open_2022,33.0,BRA,BRA,0,0,0,0.031496062992125984,0.05511811023622047,0.05511811023622047
"(('hunter', 'reese', 'USA'), ('max', 'schnur', 'USA'))",US Open_2022,88.0,USA,USA,1,1,1,0.1889763779527559,0.31496062992125984,0.5039370078740157
"(('harri', 'heliovaara', 'FIN'), ('lloyd', 'glasspool', 'GBR'))",US Open_2022,21.0,FIN,FIN,0,0,0,0.007874015748031496,0.015748031496062992,0.007874015748031496
"(('miomir', 'kecmanovic', 'SRB'), ('william', 'blumberg', 'USA'))",US Open_2022,173.0,SRB,SRB,0,0,0,0.007874015748031496,0.047244094488188976,0.047244094488188976
"(('andreas', 'mies', 'DEU'), ('kevin', 'krawietz', 'DEU'))",US Open_2022,27.0,DEU,DEU,1,1,1,0.023622047244094488,0.023622047244094488,0.023622047244094488
"(('mackenzie', 'mcdonald', 'USA'), ('marcos', 'giron', 'USA'))",US Open_2022,169.0,USA,USA,1,1,1,0.1889763779527559,0.31496062992125984,0.5039370078740157
"(('juan', 'cabal', 'COL'), ('robert', 'farah', 'COL'))",US Open_2022,30.0,COL,COL,1,1,1,0.023622047244094488,0.18110236220472442,0.3779527559055118
"(('alex', 'michelsen', 'USA'), ('sebastian', 'gorzny', 'USA'))",US Open_2022,1773.0,USA,USA,1,1,1,0.1889763779527559,0.31496062992125984,0.5039370078740157
