match_id,tournament,year,surface,stage_code,same_country,same_language,rank_mean,opp_rank_mean,rank_gap,single_top100,exp_mean,exp_mean_sq,age_mean,win,pre_olympic,olympic_period,won_tb,tb_set,tb_type,ling_prox,ling_prox_binary,ling_prox_psw_tree,ling_prox_psw_cognet
1518,Australian Open,2024,Hard,5,1,1,634.0,16.0,502.0,1,8.5,72.25,31.5,1,1,1,1,2,7pt,1.0,1,1.0,1.0
1520,Australian Open,2024,Hard,5,1,1,13.0,3.5,0.0,0,20.5,420.25,38.5,0,1,1,0,2,7pt,1.0,1,1.0,1.0
1520,Australian Open,2024,Hard,5,0,1,3.5,13.0,1.0,0,19.5,380.25,40.5,1,1,1,1,2,7pt,0.0,1,0.23631208999999997,0.18120201
1521,Australian Open,2024,Hard,6,1,1,634.0,50.5,502.0,1,8.5,72.25,31.5,0,1,1,0,3,7pt,1.0,1,1.0,1.0
1521,Australian Open,2024,Hard,6,1,1,50.5,634.0,11.0,0,15.5,240.25,34.0,1,1,1,1,3,7pt,1.0,1,1.0,1.0
1522,Australian Open,2024,Hard,6,0,0,345.0,3.5,560.0,0,9.5,90.25,26.0,0,1,1,0,3,7pt,0.0,0,0.0035851000000000077,0.010945486
1522,Australian Open,2024,Hard,6,0,1,3.5,345.0,1.0,0,19.5,380.25,40.5,1,1,1,1,3,7pt,0.0,1,0.23631208999999997,0.18120201
1523,Australian Open,2024,Hard,7,1,1,50.5,3.5,11.0,0,15.5,240.25,34.0,0,1,1,0,1,7pt,1.0,1,1.0,1.0
1523,Australian Open,2024,Hard,7,0,1,3.5,50.5,1.0,0,19.5,380.25,40.5,1,1,1,1,1,7pt,0.0,1,0.23631208999999997,0.18120201
1559,Roland Garros,2024,Clay,2,0,0,139.5,29.5,145.0,0,1.0,1.0,26.5,0,1,1,1,1,7pt,0.5,0,0.40372151,0.3432039
1559,Roland Garros,2024,Clay,2,0,0,29.5,139.5,1.0,0,9.5,90.25,30.5,1,1,1,0,1,7pt,0.25,0,0.15654259999999998,0.21429564
1563,Roland Garros,2024,Clay,2,0,0,31.5,16.5,15.0,0,15.0,225.0,37.0,0,1,1,0,1,7pt,0.5,0,0.48542041,0.50139606
1563,Roland Garros,2024,Clay,2,1,1,16.5,31.5,1.0,0,20.5,420.25,38.5,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1565,Roland Garros,2024,Clay,2,0,0,65.5,107.5,7.0,0,1.0,1.0,36.0,0,1,1,0,1,7pt,0.25,0,0.20703632000000005,0.17417969
1565,Roland Garros,2024,Clay,2,1,1,107.5,65.5,69.0,0,6.5,42.25,25.0,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1566,Roland Garros,2024,Clay,2,0,0,55.5,66.0,5.0,0,12.0,144.0,32.0,0,1,1,0,1,7pt,0.75,0,0.61731634,0.65999466
1566,Roland Garros,2024,Clay,2,0,0,66.0,55.5,22.0,0,8.5,72.25,28.0,1,1,1,1,1,7pt,0.25,0,0.23379433000000005,0.38462105
1567,Roland Garros,2024,Clay,2,1,1,25.0,104.5,0.0,0,8.0,64.0,31.0,0,1,1,0,1,7pt,1.0,1,1.0,1.0
1567,Roland Garros,2024,Clay,2,1,1,104.5,25.0,9.0,0,8.0,64.0,30.5,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1569,Roland Garros,2024,Clay,2,0,0,663.0,394.0,156.0,1,15.5,240.25,33.0,0,1,1,0,1,7pt,0.8875000476837158,0,0.03227126999999996,0.051188286
1569,Roland Garros,2024,Clay,2,0,1,394.0,663.0,522.0,1,12.0,144.0,32.0,1,1,1,1,1,7pt,0.8875000476837158,1,0.66709471,0.6995635
1570,Roland Garros,2024,Clay,2,0,0,728.0,101.5,1312.0,0,4.0,16.0,28.0,0,1,1,0,3,7pt,0.5,0,0.43556653999999995,0.38229698
1570,Roland Garros,2024,Clay,2,1,1,101.5,728.0,21.0,1,8.5,72.25,31.5,1,1,1,1,3,7pt,1.0,1,1.0,1.0
1572,Roland Garros,2024,Clay,2,1,1,63.0,15.5,24.0,0,22.0,484.0,37.0,0,1,1,1,2,7pt,1.0,1,1.0,1.0
1572,Roland Garros,2024,Clay,2,0,0,15.5,63.0,13.0,0,16.0,256.0,35.5,1,1,1,0,2,7pt,0.25,0,0.35325949999999995,0.35046604
1573,Roland Garros,2024,Clay,2,0,0,124.0,34.5,68.0,0,6.0,36.0,31.5,0,1,1,1,1,7pt,0.5,0,0.41393596,0.47037259
1573,Roland Garros,2024,Clay,2,1,1,34.5,124.0,3.0,1,9.5,90.25,28.0,1,1,1,0,1,7pt,1.0,1,1.0,1.0
1574,Roland Garros,2024,Clay,2,1,1,60.5,40.5,1.0,0,1.0,1.0,27.5,0,1,1,0,1,7pt,1.0,1,1.0,1.0
1574,Roland Garros,2024,Clay,2,1,1,40.5,60.5,7.0,0,26.0,676.0,34.5,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1574,Roland Garros,2024,Clay,2,1,1,60.5,40.5,1.0,0,1.0,1.0,27.5,0,1,1,0,3,7pt,1.0,1,1.0,1.0
1574,Roland Garros,2024,Clay,2,1,1,40.5,60.5,7.0,0,26.0,676.0,34.5,1,1,1,1,3,7pt,1.0,1,1.0,1.0
1578,Roland Garros,2024,Clay,2,1,1,74.5,43.5,65.0,0,1.0,1.0,31.5,0,1,1,0,1,7pt,1.0,1,1.0,1.0
1578,Roland Garros,2024,Clay,2,0,0,43.5,74.5,7.0,0,15.0,225.0,36.0,1,1,1,1,1,7pt,0.10249999910593033,0,0.07011162999999998,0.10603307
1582,Roland Garros,2024,Clay,2,0,0,50.0,189.0,4.0,0,15.0,225.0,32.5,0,1,1,0,2,7pt,0.0,0,0.15970169999999995,0.12863554
1582,Roland Garros,2024,Clay,2,0,0,189.0,50.0,292.0,1,11.0,121.0,31.5,1,1,1,1,2,7pt,0.25,0,0.18715464999999998,0.17460041
1583,Roland Garros,2024,Clay,2,0,0,369.0,18.0,560.0,0,1.0,1.0,26.0,0,1,1,0,1,7pt,0.25,0,0.22214836000000004,0.17131267
1583,Roland Garros,2024,Clay,2,1,1,18.0,369.0,0.0,0,10.5,110.25,32.0,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1584,Roland Garros,2024,Clay,2,1,1,31.5,98.5,1.0,0,1.0,1.0,31.5,0,1,1,0,2,7pt,1.0,1,1.0,1.0
1584,Roland Garros,2024,Clay,2,1,1,98.5,31.5,57.0,0,1.0,1.0,24.5,1,1,1,1,2,7pt,1.0,1,1.0,1.0
1586,Roland Garros,2024,Clay,2,1,1,316.5,435.0,61.0,1,18.5,342.25,35.5,0,1,1,0,1,7pt,1.0,1,1.0,1.0
1586,Roland Garros,2024,Clay,2,0,0,435.0,316.5,2.0,1,6.0,36.0,24.0,1,1,1,1,1,7pt,0.75,0,0.66296932,0.68623358
1586,Roland Garros,2024,Clay,2,1,1,316.5,435.0,61.0,1,18.5,342.25,35.5,0,1,1,0,2,7pt,1.0,1,1.0,1.0
1586,Roland Garros,2024,Clay,2,0,0,435.0,316.5,2.0,1,6.0,36.0,24.0,1,1,1,1,2,7pt,0.75,0,0.66296932,0.68623358
1588,Roland Garros,2024,Clay,3,1,1,45.0,1.0,0.0,0,9.5,90.25,27.5,0,1,1,0,1,7pt,1.0,1,1.0,1.0
1588,Roland Garros,2024,Clay,3,0,1,1.0,45.0,0.0,0,21.0,441.0,38.5,1,1,1,1,1,7pt,1.0,1,0.68292937,0.71418059
1593,Roland Garros,2024,Clay,3,0,0,66.0,104.5,22.0,0,8.5,72.25,28.0,0,1,1,0,2,7pt,0.25,0,0.23379433000000005,0.38462105
1593,Roland Garros,2024,Clay,3,1,1,104.5,66.0,9.0,0,8.0,64.0,30.5,1,1,1,1,2,7pt,1.0,1,1.0,1.0
1598,Roland Garros,2024,Clay,3,0,1,27.5,659.5,1.0,0,17.5,306.25,37.5,0,1,1,0,2,7pt,1.0,1,0.62645039,0.66638535
1598,Roland Garros,2024,Clay,3,1,1,659.5,27.5,457.0,1,12.0,144.0,30.0,1,1,1,1,2,7pt,1.0,1,1.0,1.0
1606,Roland Garros,2024,Clay,4,1,1,104.5,107.5,9.0,0,8.0,64.0,30.5,0,1,1,0,1,7pt,1.0,1,1.0,1.0
1606,Roland Garros,2024,Clay,4,1,1,107.5,104.5,69.0,0,6.5,42.25,25.0,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1607,Roland Garros,2024,Clay,4,1,1,14.0,17.0,0.0,0,13.5,182.25,34.5,0,1,1,0,1,7pt,1.0,1,1.0,1.0
1607,Roland Garros,2024,Clay,4,0,0,17.0,14.0,8.0,0,12.5,156.25,32.5,1,1,1,1,1,7pt,0.25,0,0.39876634,0.25055853
1607,Roland Garros,2024,Clay,4,1,1,14.0,17.0,0.0,0,13.5,182.25,34.5,0,1,1,0,2,7pt,1.0,1,1.0,1.0
1607,Roland Garros,2024,Clay,4,0,0,17.0,14.0,8.0,0,12.5,156.25,32.5,1,1,1,1,2,7pt,0.25,0,0.39876634,0.25055853
1611,Roland Garros,2024,Clay,4,0,0,81.5,3.5,5.0,0,14.0,196.0,35.5,0,1,1,1,1,7pt,0.0,0,0.14296317000000003,0.10061308
1611,Roland Garros,2024,Clay,4,0,1,3.5,81.5,1.0,0,19.5,380.25,40.5,1,1,1,0,1,7pt,0.0,1,0.23631208999999997,0.18120201
1611,Roland Garros,2024,Clay,4,0,0,81.5,3.5,5.0,0,14.0,196.0,35.5,0,1,1,0,3,7pt,0.0,0,0.14296317000000003,0.10061308
1611,Roland Garros,2024,Clay,4,0,1,3.5,81.5,1.0,0,19.5,380.25,40.5,1,1,1,1,3,7pt,0.0,1,0.23631208999999997,0.18120201
1615,Roland Garros,2024,Clay,5,1,1,18.0,3.5,0.0,0,10.5,110.25,32.0,0,1,1,0,1,7pt,1.0,1,1.0,1.0
1615,Roland Garros,2024,Clay,5,0,1,3.5,18.0,1.0,0,19.5,380.25,40.5,1,1,1,1,1,7pt,0.0,1,0.23631208999999997,0.18120201
1622,US Open,2024,Hard,2,1,1,45.0,31.0,0.0,0,1.0,1.0,27.5,0,0,1,1,1,7pt,1.0,1,1.0,1.0
1622,US Open,2024,Hard,2,0,0,31.0,45.0,18.0,0,16.5,272.25,38.5,1,0,1,0,1,7pt,0.4625000059604645,0,0.49804503,0.5075919
1623,US Open,2024,Hard,2,1,1,259.5,24.5,105.0,0,9.0,81.0,27.0,0,0,1,0,1,7pt,1.0,1,1.0,1.0
1623,US Open,2024,Hard,2,0,0,24.5,259.5,1.0,0,9.5,90.25,30.5,1,0,1,1,1,7pt,0.25,0,0.15654259999999998,0.21429564
1624,US Open,2024,Hard,2,0,0,585.5,215.0,81.0,1,6.5,42.25,25.0,0,0,1,0,1,7pt,0.0,0,0.12027836000000003,0.1792665
1624,US Open,2024,Hard,2,1,1,215.0,585.5,262.0,0,7.0,49.0,27.0,1,0,1,1,1,7pt,1.0,1,1.0,1.0
1627,US Open,2024,Hard,2,0,0,187.0,5.5,172.0,0,18.0,324.0,28.5,0,0,1,1,1,7pt,0.5,0,0.42836332,0.41631824
1627,US Open,2024,Hard,2,0,1,5.5,187.0,1.0,0,15.0,225.0,36.0,1,0,1,0,1,7pt,0.8875000476837158,1,0.62949178,0.69089741
1628,US Open,2024,Hard,2,0,1,114.0,46.5,76.0,1,9.0,81.0,29.0,0,0,1,1,2,7pt,1.0,1,0.81761548,0.83837992
1628,US Open,2024,Hard,2,0,1,46.5,114.0,9.0,1,6.0,36.0,27.0,1,0,1,0,2,7pt,1.0,1,0.62578252,0.66404462
1629,US Open,2024,Hard,2,1,1,494.5,128.0,849.0,0,11.0,121.0,27.5,0,0,1,0,1,7pt,1.0,1,1.0,1.0
1629,US Open,2024,Hard,2,1,1,128.0,494.5,58.0,0,17.0,289.0,36.0,1,0,1,1,1,7pt,1.0,1,1.0,1.0
1630,US Open,2024,Hard,2,1,1,185.0,26.0,182.0,0,8.5,72.25,29.0,0,0,1,1,1,7pt,1.0,1,1.0,1.0
1630,US Open,2024,Hard,2,1,1,26.0,185.0,0.0,0,8.0,64.0,31.0,1,0,1,0,1,7pt,1.0,1,1.0,1.0
1631,US Open,2024,Hard,2,0,0,170.5,21.0,107.0,1,10.0,100.0,28.0,0,0,1,0,2,7pt,0.5,0,0.49979233999999995,0.49158752
1631,US Open,2024,Hard,2,0,0,21.0,170.5,14.0,0,16.0,256.0,35.5,1,0,1,1,2,7pt,0.25,0,0.35325949999999995,0.35046604
1636,US Open,2024,Hard,2,0,0,144.0,64.0,162.0,0,15.0,225.0,36.0,0,0,1,0,3,7pt,0.25,0,0.16205901,0.32974881
1636,US Open,2024,Hard,2,0,0,64.0,144.0,4.0,0,14.0,196.0,33.5,1,0,1,1,3,7pt,0.0,0,0.15787309000000005,0.11175504
1637,US Open,2024,Hard,2,1,1,95.0,38.0,46.0,1,4.5,20.25,24.5,0,0,1,0,1,7pt,1.0,1,1.0,1.0
1637,US Open,2024,Hard,2,0,1,38.0,95.0,2.0,0,9.0,81.0,30.0,1,0,1,1,1,7pt,0.8875000476837158,1,0.62949178,0.69089741
1641,US Open,2024,Hard,2,0,0,279.0,35.0,256.0,1,8.0,64.0,26.0,0,0,1,1,2,7pt,0.5,0,0.44947760999999997,0.11151498
1641,US Open,2024,Hard,2,1,1,35.0,279.0,0.0,0,10.5,110.25,32.0,1,0,1,0,2,7pt,1.0,1,1.0,1.0
1644,US Open,2024,Hard,2,0,1,43.0,61.0,22.0,0,16.5,272.25,37.0,0,0,1,0,2,7pt,1.0,1,0.62578252,0.66404462
1644,US Open,2024,Hard,2,0,0,61.0,43.0,12.0,0,6.0,36.0,30.0,1,0,1,1,2,7pt,0.5,0,0.41393596,0.47037259
1644,US Open,2024,Hard,2,0,1,43.0,61.0,22.0,0,16.5,272.25,37.0,0,0,1,0,3,7pt,1.0,1,0.62578252,0.66404462
1644,US Open,2024,Hard,2,0,0,61.0,43.0,12.0,0,6.0,36.0,30.0,1,0,1,1,3,7pt,0.5,0,0.41393596,0.47037259
1646,US Open,2024,Hard,2,0,0,55.0,20.0,4.0,0,15.0,225.0,36.0,0,0,1,0,1,7pt,0.10249999910593033,0,0.07011162999999998,0.10603307
1646,US Open,2024,Hard,2,1,1,20.0,55.0,0.0,0,13.5,182.25,34.5,1,0,1,1,1,7pt,1.0,1,1.0,1.0
1651,US Open,2024,Hard,3,0,0,65.0,1.0,32.0,0,15.5,240.25,34.0,0,0,1,0,2,7pt,0.75,0,0.44548327,0.26302764
1651,US Open,2024,Hard,3,0,1,1.0,65.0,0.0,0,21.0,441.0,38.5,1,0,1,1,2,7pt,1.0,1,0.68292937,0.71418059
1653,US Open,2024,Hard,3,0,0,24.5,215.0,1.0,0,9.5,90.25,30.5,0,0,1,0,1,7pt,0.25,0,0.15654259999999998,0.21429564
1653,US Open,2024,Hard,3,1,1,215.0,24.5,262.0,0,7.0,49.0,27.0,1,0,1,1,1,7pt,1.0,1,1.0,1.0
1654,US Open,2024,Hard,3,0,0,60.0,15.5,8.0,0,11.0,121.0,34.5,0,0,1,0,2,7pt,0.5,0,0.46082597999999997,0.47357476
1654,US Open,2024,Hard,3,1,1,15.5,60.0,5.0,1,9.5,90.25,28.0,1,0,1,1,2,7pt,1.0,1,1.0,1.0
1655,US Open,2024,Hard,3,0,1,46.5,5.5,9.0,1,6.0,36.0,27.0,0,0,1,0,2,7pt,1.0,1,0.62578252,0.66404462
1655,US Open,2024,Hard,3,0,1,5.5,46.5,1.0,0,15.0,225.0,36.0,1,0,1,1,2,7pt,0.8875000476837158,1,0.62949178,0.69089741
1657,US Open,2024,Hard,3,1,1,36.0,21.0,4.0,0,26.0,676.0,34.5,0,0,1,1,2,7pt,1.0,1,1.0,1.0
1657,US Open,2024,Hard,3,0,0,21.0,36.0,14.0,0,16.0,256.0,35.5,1,0,1,0,2,7pt,0.25,0,0.35325949999999995,0.35046604
1659,US Open,2024,Hard,3,0,0,64.0,18.0,4.0,0,14.0,196.0,33.5,0,0,1,0,1,7pt,0.0,0,0.15787309000000005,0.11175504
1659,US Open,2024,Hard,3,0,1,18.0,64.0,2.0,0,13.5,182.25,36.0,1,0,1,1,1,7pt,1.0,1,0.62645039,0.66638535
1660,US Open,2024,Hard,3,0,1,38.0,407.0,2.0,0,9.0,81.0,30.0,0,0,1,1,1,7pt,0.8875000476837158,1,0.62949178,0.69089741
1660,US Open,2024,Hard,3,1,1,407.0,38.0,60.0,0,6.0,36.0,27.5,1,0,1,0,1,7pt,1.0,1,1.0,1.0
1661,US Open,2024,Hard,3,0,0,58.5,29.5,13.0,0,15.0,225.0,33.0,0,0,1,1,2,7pt,0.0,0,0.12543720000000003,0.15531835
1661,US Open,2024,Hard,3,0,0,29.5,58.5,27.0,0,16.0,256.0,34.5,1,0,1,0,2,7pt,0.5,0,0.34767264,0.34120926
1662,US Open,2024,Hard,3,1,1,35.0,7.5,0.0,0,10.5,110.25,32.0,0,0,1,0,1,7pt,1.0,1,1.0,1.0
1662,US Open,2024,Hard,3,0,0,7.5,35.0,1.0,0,12.5,156.25,32.5,1,0,1,1,1,7pt,0.25,0,0.39876634,0.25055853
1662,US Open,2024,Hard,3,1,1,35.0,7.5,0.0,0,10.5,110.25,32.0,0,0,1,1,2,7pt,1.0,1,1.0,1.0
1662,US Open,2024,Hard,3,0,0,7.5,35.0,1.0,0,12.5,156.25,32.5,1,0,1,0,2,7pt,0.25,0,0.39876634,0.25055853
1663,US Open,2024,Hard,3,0,0,61.0,9.5,12.0,0,6.0,36.0,30.0,0,0,1,0,2,7pt,0.5,0,0.41393596,0.47037259
1663,US Open,2024,Hard,3,1,1,9.5,61.0,1.0,0,15.5,240.25,34.0,1,0,1,1,2,7pt,1.0,1,1.0,1.0
1665,US Open,2024,Hard,3,1,1,231.0,31.5,38.0,0,1.0,1.0,22.5,0,0,1,1,1,7pt,1.0,1,1.0,1.0
1665,US Open,2024,Hard,3,1,1,31.5,231.0,3.0,0,20.5,420.25,38.5,1,0,1,0,1,7pt,1.0,1,1.0,1.0
1665,US Open,2024,Hard,3,1,1,231.0,31.5,38.0,0,1.0,1.0,22.5,0,0,1,0,2,7pt,1.0,1,1.0,1.0
1665,US Open,2024,Hard,3,1,1,31.5,231.0,3.0,0,20.5,420.25,38.5,1,0,1,1,2,7pt,1.0,1,1.0,1.0
1668,US Open,2024,Hard,4,1,1,215.0,15.5,262.0,0,7.0,49.0,27.0,0,0,1,0,1,7pt,1.0,1,1.0,1.0
1668,US Open,2024,Hard,4,1,1,15.5,215.0,5.0,1,9.5,90.25,28.0,1,0,1,1,1,7pt,1.0,1,1.0,1.0
1669,US Open,2024,Hard,4,0,1,5.5,26.0,1.0,0,15.0,225.0,36.0,0,0,1,0,1,7pt,0.8875000476837158,1,0.62949178,0.69089741
1669,US Open,2024,Hard,4,1,1,26.0,5.5,0.0,0,8.0,64.0,31.0,1,0,1,1,1,7pt,1.0,1,1.0,1.0
1671,US Open,2024,Hard,4,1,1,407.0,18.0,60.0,0,6.0,36.0,27.5,0,0,1,0,2,7pt,1.0,1,1.0,1.0
1671,US Open,2024,Hard,4,0,1,18.0,407.0,2.0,0,13.5,182.25,36.0,1,0,1,1,2,7pt,1.0,1,0.62645039,0.66638535
1672,US Open,2024,Hard,4,0,0,29.5,7.5,27.0,0,16.0,256.0,34.5,0,0,1,0,2,7pt,0.5,0,0.34767264,0.34120926
1672,US Open,2024,Hard,4,0,0,7.5,29.5,1.0,0,12.5,156.25,32.5,1,0,1,1,2,7pt,0.25,0,0.39876634,0.25055853
1673,US Open,2024,Hard,4,1,1,9.5,20.0,1.0,0,15.5,240.25,34.0,0,0,1,0,3,7pt,1.0,1,1.0,1.0
1673,US Open,2024,Hard,4,1,1,20.0,9.5,0.0,0,13.5,182.25,34.5,1,0,1,1,3,7pt,1.0,1,1.0,1.0
1675,US Open,2024,Hard,5,0,1,1.0,15.5,0.0,0,21.0,441.0,38.5,0,0,1,0,1,7pt,1.0,1,0.68292937,0.71418059
1675,US Open,2024,Hard,5,1,1,15.5,1.0,5.0,1,9.5,90.25,28.0,1,0,1,1,1,7pt,1.0,1,1.0,1.0
1676,US Open,2024,Hard,5,0,0,21.0,26.0,14.0,0,16.0,256.0,35.5,0,0,1,1,2,7pt,0.25,0,0.35325949999999995,0.35046604
1676,US Open,2024,Hard,5,1,1,26.0,21.0,0.0,0,8.0,64.0,31.0,1,0,1,0,2,7pt,1.0,1,1.0,1.0
1677,US Open,2024,Hard,5,0,1,18.0,7.5,2.0,0,13.5,182.25,36.0,0,0,1,0,1,7pt,1.0,1,0.62645039,0.66638535
1677,US Open,2024,Hard,5,0,0,7.5,18.0,1.0,0,12.5,156.25,32.5,1,0,1,1,1,7pt,0.25,0,0.39876634,0.25055853
1678,US Open,2024,Hard,5,1,1,31.5,20.0,3.0,0,20.5,420.25,38.5,0,0,1,1,1,7pt,1.0,1,1.0,1.0
1678,US Open,2024,Hard,5,1,1,20.0,31.5,0.0,0,13.5,182.25,34.5,1,0,1,0,1,7pt,1.0,1,1.0,1.0
1679,US Open,2024,Hard,6,1,1,26.0,15.5,0.0,0,8.0,64.0,31.0,0,0,1,0,2,7pt,1.0,1,1.0,1.0
1679,US Open,2024,Hard,6,1,1,15.5,26.0,5.0,1,9.5,90.25,28.0,1,0,1,1,2,7pt,1.0,1,1.0,1.0
1680,US Open,2024,Hard,6,0,0,7.5,20.0,1.0,0,12.5,156.25,32.5,0,0,1,1,2,7pt,0.25,0,0.39876634,0.25055853
1680,US Open,2024,Hard,6,1,1,20.0,7.5,0.0,0,13.5,182.25,34.5,1,0,1,0,2,7pt,1.0,1,1.0,1.0
1681,US Open,2024,Hard,7,1,1,20.0,15.5,0.0,0,13.5,182.25,34.5,0,0,1,0,2,7pt,1.0,1,1.0,1.0
1681,US Open,2024,Hard,7,1,1,15.5,20.0,5.0,1,9.5,90.25,28.0,1,0,1,1,2,7pt,1.0,1,1.0,1.0
1683,Wimbledon,2024,Grass,2,0,1,323.5,56.5,503.0,0,5.5,30.25,28.0,0,1,1,0,2,7pt,0.8875000476837158,1,0.6669113,0.6979596
1683,Wimbledon,2024,Grass,2,0,1,56.5,323.5,7.0,0,24.0,576.0,35.5,1,1,1,1,2,7pt,0.0,0,0.17028016,0.1901425
1685,Wimbledon,2024,Grass,2,0,0,27.5,612.0,1.0,0,9.5,90.25,30.5,0,1,1,0,3,7pt,0.25,0,0.15654259999999998,0.21429564
1685,Wimbledon,2024,Grass,2,0,0,612.0,27.5,520.0,1,14.0,196.0,32.0,1,1,1,1,3,7pt,0.25,0,0.014874759999999987,0.026608467
1687,Wimbledon,2024,Grass,2,1,1,778.5,98.0,1233.0,0,7.5,56.25,25.5,0,1,1,1,2,7pt,1.0,1,1.0,1.0
1687,Wimbledon,2024,Grass,2,1,1,98.0,778.5,44.0,1,5.0,25.0,25.5,1,1,1,0,2,7pt,1.0,1,1.0,1.0
1694,Wimbledon,2024,Grass,2,1,1,85.0,19.5,4.0,0,6.5,42.25,25.0,0,1,1,0,1,7pt,1.0,1,1.0,1.0
1694,Wimbledon,2024,Grass,2,1,1,19.5,85.0,3.0,0,20.5,420.25,38.5,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1700,Wimbledon,2024,Grass,2,0,1,901.5,40.5,987.0,0,1.0,1.0,31.0,0,1,1,0,2,7pt,0.8875000476837158,1,0.62949178,0.69089741
1700,Wimbledon,2024,Grass,2,1,1,40.5,901.5,1.0,0,26.0,676.0,34.5,1,1,1,1,2,7pt,1.0,1,1.0,1.0
1701,Wimbledon,2024,Grass,2,0,0,18.0,59.0,2.0,0,16.0,256.0,36.5,0,1,1,0,1,7pt,0.25,0,0.40288400999999996,0.4021906
1701,Wimbledon,2024,Grass,2,0,0,59.0,18.0,14.0,0,12.0,144.0,32.0,1,1,1,1,1,7pt,0.75,0,0.61731634,0.65999466
1701,Wimbledon,2024,Grass,2,0,0,18.0,59.0,2.0,0,16.0,256.0,36.5,0,1,1,0,2,7pt,0.25,0,0.40288400999999996,0.4021906
1701,Wimbledon,2024,Grass,2,0,0,59.0,18.0,14.0,0,12.0,144.0,32.0,1,1,1,1,2,7pt,0.75,0,0.61731634,0.65999466
1702,Wimbledon,2024,Grass,2,1,1,696.5,33.5,717.0,0,8.0,64.0,27.0,0,1,1,0,2,7pt,1.0,1,1.0,1.0
1702,Wimbledon,2024,Grass,2,1,1,33.5,696.5,1.0,0,1.0,1.0,31.5,1,1,1,1,2,7pt,1.0,1,1.0,1.0
1703,Wimbledon,2024,Grass,2,0,0,189.0,37.0,236.0,0,16.0,256.0,29.5,0,1,1,0,1,7pt,0.25,0,0.29298263999999996,0.45947856
1703,Wimbledon,2024,Grass,2,0,1,37.0,189.0,4.0,0,9.0,81.0,30.0,1,1,1,1,1,7pt,0.8875000476837158,1,0.62949178,0.69089741
1708,Wimbledon,2024,Grass,2,1,1,185.5,50.5,321.0,0,19.5,380.25,37.5,0,1,1,0,1,7pt,1.0,1,1.0,1.0
1708,Wimbledon,2024,Grass,2,1,1,50.5,185.5,1.0,0,8.0,64.0,29.5,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1709,Wimbledon,2024,Grass,2,1,1,43.5,16.0,1.0,0,9.5,90.25,27.5,0,1,1,1,1,7pt,1.0,1,1.0,1.0
1709,Wimbledon,2024,Grass,2,0,1,16.0,43.5,8.0,0,13.5,182.25,36.0,1,1,1,0,1,7pt,1.0,1,0.62645039,0.66638535
1709,Wimbledon,2024,Grass,2,1,1,43.5,16.0,1.0,0,9.5,90.25,27.5,0,1,1,0,3,7pt,1.0,1,1.0,1.0
1709,Wimbledon,2024,Grass,2,0,1,16.0,43.5,8.0,0,13.5,182.25,36.0,1,1,1,1,3,7pt,1.0,1,0.62645039,0.66638535
1712,Wimbledon,2024,Grass,2,0,0,476.0,58.5,788.0,1,8.0,64.0,30.0,0,1,1,0,1,7pt,0.25,0,0.12486279,0.15453196
1712,Wimbledon,2024,Grass,2,1,1,58.5,476.0,1.0,0,1.0,1.0,27.5,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1712,Wimbledon,2024,Grass,2,0,0,476.0,58.5,788.0,1,8.0,64.0,30.0,0,1,1,0,2,7pt,0.25,0,0.12486279,0.15453196
1712,Wimbledon,2024,Grass,2,1,1,58.5,476.0,1.0,0,1.0,1.0,27.5,1,1,1,1,2,7pt,1.0,1,1.0,1.0
1720,Wimbledon,2024,Grass,3,0,0,51.5,19.5,5.0,0,9.5,90.25,26.0,0,1,1,0,1,7pt,0.0,0,0.0035851000000000077,0.010945486
1720,Wimbledon,2024,Grass,3,1,1,19.5,51.5,3.0,0,20.5,420.25,38.5,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1721,Wimbledon,2024,Grass,3,0,0,15.0,286.5,14.0,0,16.0,256.0,35.5,0,1,1,0,1,7pt,0.25,0,0.35325949999999995,0.35046604
1721,Wimbledon,2024,Grass,3,1,1,286.5,15.0,203.0,0,1.0,1.0,24.0,1,1,1,1,1,7pt,1.0,1,1.0,1.0
1721,Wimbledon,2024,Grass,3,0,0,15.0,286.5,14.0,0,16.0,256.0,35.5,0,1,1,0,2,7pt,0.25,0,0.35325949999999995,0.35046604
1721,Wimbledon,2024,Grass,3,1,1,286.5,15.0,203.0,0,1.0,1.0,24.0,1,1,1,1,2,7pt,1.0,1,1.0,1.0
1722,Wimbledon,2024,Grass,3,1,1,406.5,39.5,321.0,0,9.0,81.0,27.0,0,1,1,0,1,7pt,1.0,1,1.0,1.0
1722,Wimbledon,2024,Grass,3,0,0,39.5,406.5,5.0,0,16.0,256.0,31.5,1,1,1,1,1,7pt,0.0,0,0.30666101,0.4028565
